"subject","predicate","object","graph"
"b12_b3238928","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3238928","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC5839642",""
"b12_b3238929","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3238929","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC5845570",""
"b12_b3238930","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3238930","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC5845662",""
"b12_b3238931","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3238931","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC5846477",""
"b12_b3238932","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3238932","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC5847487",""
"b12_b3238933","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3238933","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC5847994",""
"b12_b3238934","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3238934","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC5848334",""
"b12_b3238935","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3238935","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC5848483",""
"b12_b3238936","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3238936","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC5849268",""
"b12_b3238937","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3238937","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC5850437",""
"b12_b3238938","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3238938","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC5850442",""
"b12_b3238939","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3238939","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC5850529",""
"b12_b3238940","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3238940","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC5850793",""
"b12_b3238941","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3238941","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC5850863",""
"b12_b3238942","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3238942","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC5853311",""
"b12_b3238943","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3238943","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC5853341",""
"b12_b3238944","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3238944","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC5853397",""
"b12_b3238945","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3238945","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC5853440",""
"b12_b3238946","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3238946","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC5853594",""
"b12_b3238947","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3238947","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC5853655",""
"b12_b3238948","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3238948","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC5853664",""
"b12_b3238949","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3238949","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC5853820",""
"b12_b3238950","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3238950","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC5854938",""
"b12_b3238951","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3238951","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC5854954",""
"b12_b3238952","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3238952","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC5855290",""
"b12_b3238953","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3238953","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC5856508",""
"b12_b3238954","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3238954","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC5856931",""
"b12_b3238955","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3238955","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC5857996",""
"b12_b3238956","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3238956","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC5858183",""
"b12_b3238957","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3238957","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC5860156",""
"b12_b3238958","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3238958","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC5862734",""
"b12_b3238959","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3238959","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC5863094",""
"b12_b3238960","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3238960","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC5866432",""
"b12_b3238961","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3238961","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC5868381",""
"b12_b3238962","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3238962","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC5871211",""
"b12_b3238963","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3238963","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC5874406",""
"b12_b3238964","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3238964","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC5874413",""
"b12_b3238965","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3238965","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC5874421",""
"b12_b3238966","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3238966","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC5878711",""
"b12_b3238967","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3238967","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC5879627",""
"b12_b3238968","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3238968","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC5883129",""
"b12_b3238969","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3238969","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC5884436",""
"b12_b3238970","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3238970","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC5884739",""
"b12_b3238971","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3238971","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC5885059",""
"b12_b3238972","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3238972","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC5886318",""
"b12_b3238973","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3238973","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC5886323",""
"b12_b3238974","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3238974","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC5890436",""
"b12_b3238975","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3238975","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC5890440",""
"b12_b3238976","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3238976","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC5892392",""
"b12_b3238977","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3238977","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC5896745",""
"b12_b3238978","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3238978","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC5897620",""
"b12_b3238979","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3238979","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC5897970",""
"b12_b3238980","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3238980","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC5899180",""
"b12_b3238981","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3238981","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC5899184",""
"b12_b3238982","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3238982","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC5899196",""
"b12_b3238983","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3238983","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC5899210",""
"b12_b3238984","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3238984","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC5900356",""
"b12_b3238985","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3238985","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC5902693",""
"b12_b3238986","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3238986","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC5908435",""
"b12_b3238987","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3238987","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC5908520",""
"b12_b3238988","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3238988","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC5911202",""
"b12_b3238989","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3238989","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC5913745",""
"b12_b3238990","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3238990","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC5915716",""
"b12_b3238991","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3238991","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC5916081",""
"b12_b3238992","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3238992","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC5917079",""
"b12_b3238993","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3238993","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC5922328",""
"b12_b3238994","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3238994","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC5922331",""
"b12_b3238995","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3238995","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC5922339",""
"b12_b3238996","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3238996","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC5923077",""
"b12_b3238997","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3238997","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC5925702",""
"b12_b3238998","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3238998","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC5925719",""
"b12_b3238999","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3238999","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC5925730",""
"b12_b3239000","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3239000","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC5925760",""
"b12_b3239001","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3239001","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC5930882",""
"b12_b3239002","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3239002","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC5931074",""
"b12_b3239003","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3239003","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC5936827",""
"b12_b3239004","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3239004","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC5939848",""
"b12_b3239005","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3239005","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC5940928",""
"b12_b3239006","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3239006","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC5941998",""
"b12_b3239007","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3239007","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC5946522",""
"b12_b3239008","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3239008","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC5949948",""
"b12_b3239009","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3239009","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC5951742",""
"b12_b3239010","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3239010","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC5952143",""
"b12_b3239011","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3239011","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC5952161",""
"b12_b3239012","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3239012","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC5952540",""
"b12_b3239013","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3239013","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC5953379",""
"b12_b3239014","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3239014","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC5954244",""
"b12_b3239015","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3239015","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC5954304",""
"b12_b3239016","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3239016","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC5955060",""
"b12_b3239017","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3239017","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC5956699",""
"b12_b3239018","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3239018","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC5960765",""
"b12_b3239019","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3239019","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC5963883",""
"b12_b3239020","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3239020","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC5967410",""
"b12_b3239021","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3239021","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC5968460",""
"b12_b3239022","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3239022","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC5968561",""
"b12_b3239023","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3239023","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC5968910",""
"b12_b3239024","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3239024","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC5969054",""
"b12_b3239025","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3239025","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC5971196",""
"b12_b3239026","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3239026","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC5971616",""
"b12_b3239027","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3239027","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC5972331",""
"b12_b3239028","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3239028","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC5972866",""
"b12_b3239029","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3239029","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC5972891",""
"b12_b3239030","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3239030","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC5972906",""
"b12_b3239031","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3239031","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC5972907",""
"b12_b3239032","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3239032","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC5973841",""
"b12_b3239033","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3239033","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC5974288",""
"b12_b3239034","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3239034","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC5974490",""
"b12_b3239035","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3239035","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC5974500",""
"b12_b3239036","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3239036","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC5975231",""
"b12_b3239037","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3239037","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC5978628",""
"b12_b3239038","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3239038","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC5978774",""
"b12_b3239039","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3239039","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC5984533",""
"b12_b3239040","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3239040","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC5985429",""
"b12_b3239041","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3239041","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC5985957",""
"b12_b3239042","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3239042","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC5989578",""
"b12_b3239043","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3239043","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC5994965",""
"b12_b3239044","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3239044","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC5996205",""
"b12_b3239045","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3239045","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC5996995",""
"b12_b3239046","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3239046","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC5997037",""
"b12_b3239047","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3239047","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC5999531",""
"b12_b3239048","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3239048","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC6001516",""
"b12_b3239049","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3239049","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC6002705",""
"b12_b3239050","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3239050","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC6002729",""
"b12_b3239051","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
