"subject","predicate","object","graph"
"b12_b3236514","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3236514","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC3648093",""
"b12_b3236515","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3236515","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC3648100",""
"b12_b3236516","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3236516","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC3648107",""
"b12_b3236517","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3236517","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC3648117",""
"b12_b3236518","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3236518","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC3648119",""
"b12_b3236519","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3236519","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC3648130",""
"b12_b3236520","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3236520","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC3648152",""
"b12_b3236521","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3236521","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC3648161",""
"b12_b3236522","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3236522","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC3648167",""
"b12_b3236523","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3236523","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC3648973",""
"b12_b3236524","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3236524","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC3649098",""
"b12_b3236525","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3236525","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC3650367",""
"b12_b3236526","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3236526","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC3651123",""
"b12_b3236527","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3236527","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC3652020",""
"b12_b3236528","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3236528","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC3652225",""
"b12_b3236529","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3236529","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC3652934",""
"b12_b3236530","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3236530","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC3652956",""
"b12_b3236531","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3236531","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC3654146",""
"b12_b3236532","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3236532","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC3657805",""
"b12_b3236533","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3236533","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC3657891",""
"b12_b3236534","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3236534","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC3658096",""
"b12_b3236535","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3236535","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC3659451",""
"b12_b3236536","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3236536","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC3664056",""
"b12_b3236537","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3236537","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC3666729",""
"b12_b3236538","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3236538","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC3666760",""
"b12_b3236539","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3236539","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC3666770",""
"b12_b3236540","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3236540","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC3666787",""
"b12_b3236541","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3236541","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC3666872",""
"b12_b3236542","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3236542","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC3667944",""
"b12_b3236543","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3236543","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC3668672",""
"b12_b3236544","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3236544","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC3668817",""
"b12_b3236545","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3236545","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC3676115",""
"b12_b3236546","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3236546","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC3676139",""
"b12_b3236547","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3236547","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC3676143",""
"b12_b3236548","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3236548","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC3676150",""
"b12_b3236549","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3236549","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC3677446",""
"b12_b3236550","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3236550","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC3677496",""
"b12_b3236551","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3236551","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC3678321",""
"b12_b3236552","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3236552","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC3678322",""
"b12_b3236553","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3236553","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC3678334",""
"b12_b3236554","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3236554","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC3679223",""
"b12_b3236555","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3236555","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC3679643",""
"b12_b3236556","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3236556","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC3680584",""
"b12_b3236557","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3236557","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC3680891",""
"b12_b3236558","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3236558","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC3682530",""
"b12_b3236559","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3236559","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC3682540",""
"b12_b3236560","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3236560","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC3683586",""
"b12_b3236561","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3236561","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC3683766",""
"b12_b3236562","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3236562","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC368401",""
"b12_b3236563","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3236563","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC3686520",""
"b12_b3236564","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3236564","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC368785",""
"b12_b3236565","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3236565","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC368802",""
"b12_b3236566","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3236566","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC368822",""
"b12_b3236567","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3236567","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC3688439",""
"b12_b3236568","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3236568","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC3689996",""
"b12_b3236569","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3236569","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC3690853",""
"b12_b3236570","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3236570","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC3691099",""
"b12_b3236571","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3236571","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC3691334",""
"b12_b3236572","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3236572","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC369415",""
"b12_b3236573","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3236573","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC369505",""
"b12_b3236574","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3236574","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC3695637",""
"b12_b3236575","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3236575","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC3696255",""
"b12_b3236576","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3236576","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC3696566",""
"b12_b3236577","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3236577","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC3696656",""
"b12_b3236578","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3236578","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC3697394",""
"b12_b3236579","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3236579","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC3697666",""
"b12_b3236580","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3236580","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC3697720",""
"b12_b3236581","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3236581","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC3699009",""
"b12_b3236582","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3236582","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC3699801",""
"b12_b3236583","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3236583","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC3700025",""
"b12_b3236584","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3236584","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC3700179",""
"b12_b3236585","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3236585","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC3700180",""
"b12_b3236586","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3236586","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC3700195",""
"b12_b3236587","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3236587","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC3700216",""
"b12_b3236588","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3236588","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC3700222",""
"b12_b3236589","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3236589","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC3700271",""
"b12_b3236590","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3236590","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC3700280",""
"b12_b3236591","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3236591","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC3700315",""
"b12_b3236592","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3236592","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC3700318",""
"b12_b3236593","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3236593","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC3701101",""
"b12_b3236594","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3236594","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC3705423",""
"b12_b3236595","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3236595","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC3709589",""
"b12_b3236596","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3236596","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC3709652",""
"b12_b3236597","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3236597","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC3709686",""
"b12_b3236598","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3236598","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC371061",""
"b12_b3236599","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3236599","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC371090",""
"b12_b3236600","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3236600","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC3712551",""
"b12_b3236601","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3236601","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC3713905",""
"b12_b3236602","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3236602","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC3714205",""
"b12_b3236603","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3236603","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC3714242",""
"b12_b3236604","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3236604","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC3719714",""
"b12_b3236605","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3236605","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC3719792",""
"b12_b3236606","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3236606","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC3719794",""
"b12_b3236607","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3236607","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC3719803",""
"b12_b3236608","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3236608","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC3719811",""
"b12_b3236609","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3236609","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC3719824",""
"b12_b3236610","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3236610","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC3719829",""
"b12_b3236611","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3236611","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC3719835",""
"b12_b3236612","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3236612","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC3719839",""
"b12_b3236613","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3236613","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC3719886",""
"b12_b3236614","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3236614","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC3719938",""
"b12_b3236615","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3236615","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC3722063",""
"b12_b3236616","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3236616","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC3722568",""
"b12_b3236617","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3236617","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC3722928",""
"b12_b3236618","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3236618","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC372498",""
"b12_b3236619","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3236619","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC3725083",""
"b12_b3236620","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3236620","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC3725111",""
"b12_b3236621","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3236621","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC3725253",""
"b12_b3236622","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3236622","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC3725932",""
"b12_b3236623","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3236623","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC3726942",""
"b12_b3236624","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3236624","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC372737",""
"b12_b3236625","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3236625","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC372740",""
"b12_b3236626","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3236626","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC372748",""
"b12_b3236627","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3236627","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC372854",""
"b12_b3236628","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3236628","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC372888",""
"b12_b3236629","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3236629","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC3729054",""
"b12_b3236630","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3236630","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC372939",""
"b12_b3236631","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3236631","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC3730010",""
"b12_b3236632","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3236632","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC3730449",""
"b12_b3236633","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3236633","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC373083",""
"b12_b3236634","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3236634","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC3731857",""
"b12_b3236635","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3236635","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC373217",""
"b12_b3236636","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
"b12_b3236636","http://example.org/our_ontology/isHypothesisOf","http://ns.inria.fr/covid19/PMC3734712",""
"b12_b3236637","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.org/our_ontology/Hypothesis",""
